SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,16-05116158,07/20/2016,Front,,Open,FRONT,Vacant,false,true,7132,S,WABASH,AVE,60619,1177959.45052302,1857740.1397739,6,3,69,41.76495552945142,-87.62328469548932,"(41.76495552945142, -87.62328469548932)"
Vacant/Abandoned Building,16-05109810,07/20/2016,Front,,Open,,Vacant,false,false,7211,S,HONORE,ST,60636,1165266.7103848,1856861.67707528,17,7,67,41.762823009857435,-87.66983209403419,"(41.762823009857435, -87.66983209403419)"
Vacant/Abandoned Building,16-05108539,07/20/2016,,,,,,,,1345,E,61ST,ST,60637,1186153.094227,1864821.61753425,20,3,42,41.78419819057383,-87.59302954926409,"(41.78419819057383, -87.59302954926409)"
Vacant/Abandoned Building,16-05116543,07/20/2016,Front,,Open,1ST/2ND FLR WINDOWS,Vacant,false,false,7044,S,CARPENTER,ST,60621,1170530.85058781,1858105.12627723,6,7,68,41.766122147525635,-87.65050196251879,"(41.766122147525635, -87.65050196251879)"
Vacant/Abandoned Building,16-05108304,07/20/2016,,,,,,,,2506,W,55TH,ST,60632,1160548.70123284,1868121.50432525,14,9,63,41.79382011080957,-87.6868142049548,"(41.79382011080957, -87.6868142049548)"
Vacant/Abandoned Building,16-05112946,07/20/2016,Front,,Open,,Vacant,false,false,7629,S,MAY,ST,60620,1169974.30988378,1854208.67250342,17,6,71,41.755441881854345,-87.65265488919265,"(41.755441881854345, -87.65265488919265)"
Vacant/Abandoned Building,16-05113952,07/20/2016,Front,,Open,BASEMENT WINDOWS,Vacant,false,true,5320,W,FERDINAND,ST,60644,1140809.33493005,1902635.38601206,37,15,25,41.888915806641734,-87.75835101437238,"(41.888915806641734, -87.75835101437238)"
Vacant/Abandoned Building,16-05107874,07/20/2016,Front,,Open,,Vacant,true,false,7648,S,BISHOP,ST,60620,1167885.63982287,1854023.25263275,17,6,71,41.75497815755268,-87.66031465594727,"(41.75497815755268, -87.66031465594727)"
Vacant/Abandoned Building,16-05113941,07/20/2016,Garage,,Open,GARAGE,Vacant,false,false,4419,W,JACKSON,BLVD,60624,1146974.82799495,1898320.7824919,28,11,26,41.87696043832337,-87.7358190130553,"(41.87696043832337, -87.7358190130553)"
Vacant/Abandoned Building,16-05108208,07/20/2016,,,,,,,,8138,S,EXCHANGE,AVE,60617,1197244.66740539,1851453.2100727,7,4,46,41.74724515661615,-87.55280917053264,"(41.74724515661615, -87.55280917053264)"
Vacant/Abandoned Building,16-05116779,07/20/2016,Front,,Open,,Vacant,false,true,11751,S,LOWE,AVE,60628,1174065.83307755,1826954.29896779,34,5,53,41.680562224474755,-87.63846666200777,"(41.680562224474755, -87.63846666200777)"
Vacant/Abandoned Building,16-05110833,07/20/2016,Front,,Open,,Vacant,false,true,2534,E,97TH,PL,60617,1194855.89999168,1840817.27000238,10,4,51,41.71811833831179,-87.56191140020377,"(41.71811833831179, -87.56191140020377)"
Vacant/Abandoned Building,16-05110652,07/20/2016,Front,,Open,,Vacant,false,false,7523,S,CLYDE,AVE,60649,1191515.93170445,1855497.38910066,8,4,43,41.75848341078238,-87.57366961501369,"(41.75848341078238, -87.57366961501369)"
Vacant/Abandoned Building,16-05110329,07/20/2016,Front,,Boarded,,Vacant,false,true,114,W,110TH,PL,60628,1177395.25012053,1831681.2564861,34,5,49,41.69345936808655,-87.62613737050587,"(41.69345936808655, -87.62613737050587)"
Vacant/Abandoned Building,16-05112990,07/20/2016,Rear,,Open,REAR,Vacant,false,false,10415,S,SANGAMON,ST,60643,1171823.85193127,1835764.2986712,34,22,73,41.704787582590654,-87.64641622977236,"(41.704787582590654, -87.64641622977236)"
Vacant/Abandoned Building,16-05127699,07/21/2016,Front,,Open,,Vacant,true,false,2036,W,21ST,PL,60608,1163125.26578876,1889737.20709774,25,12,31,41.853082471951154,-87.67676034929264,"(41.853082471951154, -87.67676034929264)"
Vacant/Abandoned Building,16-05136406,07/21/2016,Front,,Boarded,,Vacant,false,false,3128,N,ASHLAND,AVE,60657,1165103.67940812,1920837.49638097,32,19,6,41.93838221176174,-87.6686145528108,"(41.93838221176174, -87.6686145528108)"
Vacant/Abandoned Building,16-05125222,07/21/2016,Front,,Open,FRONT DOOR,Vacant,false,false,12019,S,YALE,AVE,60628,1176774.3044293,1825237.69546835,9,5,53,41.67579122822811,-87.628603760372,"(41.67579122822811, -87.628603760372)"
Vacant/Abandoned Building,16-05129583,07/21/2016,,,,,,,,7816,S,KIMBARK,AVE,60619,1186234.99796787,1853430.96759948,8,4,45,41.75293929011458,-87.5930886910288,"(41.75293929011458, -87.5930886910288)"
Vacant/Abandoned Building,16-05133899,07/21/2016,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,true,false,7918,S,SOUTH SHORE,DR,60617,1198508.09436963,1853068.2980964,7,4,46,41.751645529114256,-87.54812572151053,"(41.751645529114256, -87.54812572151053)"
Vacant/Abandoned Building,16-05134710,07/21/2016,Front,,Boarded,,Vacant,false,false,5914,S,CARPENTER,ST,60621,1170324.50741233,1865595.32026718,16,7,68,41.78668063599844,-87.6510404622109,"(41.78668063599844, -87.6510404622109)"
Vacant/Abandoned Building,16-05131824,07/21/2016,,,,,,,,5335,S,JUSTINE,ST,60609,1166910.45788658,1869346.08027545,16,9,61,41.797046835008764,-87.66345101477458,"(41.797046835008764, -87.66345101477458)"
Vacant/Abandoned Building,16-05127990,07/21/2016,Front,,Open,,Vacant,true,false,5318,S,BISHOP,ST,60609,1167569.83317367,1869477.73331168,20,9,61,41.7973939805301,-87.6610292301867,"(41.7973939805301, -87.6610292301867)"
Vacant/Abandoned Building,16-05129493,07/21/2016,,,,,,,,6917,S,EMERALD,AVE,60621,1172499.52002277,1859003.86022114,6,7,68,41.76854526850044,-87.64325967744361,"(41.76854526850044, -87.64325967744361)"
Vacant/Abandoned Building,16-05131902,07/21/2016,Front,,Open,NEIGHBOR WANT IT BOARDED UP HERE,Vacant,false,false,8037,S,LANGLEY,AVE,60619,1182290.61822973,1851864.60862958,6,6,44,41.748733251491636,-87.60759153824412,"(41.748733251491636, -87.60759153824412)"
Vacant/Abandoned Building,16-05136367,07/21/2016,Front,,Boarded,N/A,Vacant,false,false,7110,S,PARNELL,AVE,60621,1173853.96382883,1857764.36280568,6,7,68,41.76511401395988,-87.63833170183854,"(41.76511401395988, -87.63833170183854)"
Vacant/Abandoned Building,16-05131768,07/21/2016,Front,,Open,NOT BOARDED,Vacant,false,true,6055,S,FAIRFIELD,AVE,60629,1159081.1588826,1864382.15261313,16,8,66,41.78358897549268,-87.69229785764976,"(41.78358897549268, -87.69229785764976)"
Vacant/Abandoned Building,16-05131626,07/21/2016,Front,,Open,HALF BPARDED,Vacant,false,false,7259,S,HALSTED,ST,60621,1172223.20100944,1856725.2458153,6,7,68,41.76229855182355,-87.64433942300076,"(41.76229855182355, -87.64433942300076)"
Vacant/Abandoned Building,16-05129451,07/21/2016,,,,,,,,2051,W,70TH,PL,60636,1163900.93883262,1857900.95966866,17,7,67,41.765703746179646,-87.67480873082606,"(41.765703746179646, -87.67480873082606)"
Vacant/Abandoned Building,16-05136331,07/21/2016,Front,,Open,REAR,Vacant,false,true,1748,W,71ST,ST,60636,1165828.65468224,1857610.1130296,17,7,67,41.764864907035154,-87.66775124337244,"(41.764864907035154, -87.66775124337244)"
Vacant/Abandoned Building,16-05127998,07/21/2016,Front,,Open,,Vacant,false,false,5425,S,WOLCOTT,AVE,60609,1164610.99432743,1868602.04039759,16,9,61,41.795053961098574,-87.67190443227715,"(41.795053961098574, -87.67190443227715)"
Vacant/Abandoned Building,16-05131396,07/21/2016,Front,,Open,SIDE DOOR,Vacant,false,false,4415,S,LECLAIRE,AVE,60638,1143100.67001513,1874797.64002693,22,8,56,41.812482761954584,-87.75062994874202,"(41.812482761954584, -87.75062994874202)"
Vacant/Abandoned Building,16-05132397,07/21/2016,Front,,Boarded,,Vacant,false,true,9202,S,PERRY,AVE,60620,1177225.75412413,1843950.80796615,21,6,49,41.72713252779733,-87.62638912479233,"(41.72713252779733, -87.62638912479233)"
Vacant/Abandoned Building,16-05136611,07/21/2016,Front,,Open,FRONT,Vacant,true,false,8037,S,LOOMIS,BLVD,60620,1168394.69309494,1851457.52691413,21,6,71,41.7479265123412,-87.6585228629931,"(41.7479265123412, -87.6585228629931)"
Vacant/Abandoned Building,16-05131507,07/21/2016,,,,,,,,439,W,110TH,PL,60628,1175122.025311,1831627.71102006,34,22,49,41.6933633458849,-87.63446171070721,"(41.6933633458849, -87.63446171070721)"
Vacant/Abandoned Building,16-05133721,07/21/2016,Front,,Open,,Vacant,false,false,1428,W,112TH,PL,60643,1168721.23209849,1830105.50527772,34,22,75,41.689326285549996,-87.65794010562485,"(41.689326285549996, -87.65794010562485)"
Vacant/Abandoned Building,16-05150768,07/22/2016,Front,,Open,FRONT AND BACK DOOR OPEN ERE,Vacant,false,true,7138,S,MAY,ST,60621,1169886.67739088,1857463.29379643,6,7,68,41.76437488650236,-87.65288169454183,"(41.76437488650236, -87.65288169454183)"
Vacant/Abandoned Building,16-05150762,07/22/2016,Front,,Open,,Vacant,false,false,6941,S,VERNON,AVE,60637,1180447.07991513,1859092.652585,6,3,69,41.768610252221784,-87.61412544110617,"(41.768610252221784, -87.61412544110617)"
Vacant/Abandoned Building,16-05151568,07/22/2016,Rear,,Open,BASEMENT DOOR IS OPEN,Vacant,false,false,7247,S,EBERHART,AVE,60619,1180831.16002206,1857073.75062294,6,3,69,41.763061355224536,-87.61277960266082,"(41.763061355224536, -87.61277960266082)"
Vacant/Abandoned Building,16-05153296,07/22/2016,Front,,Boarded,2 FL,Vacant,false,false,7303,S,LANGLEY,AVE,60619,1182158.1926209,1856746.29840002,6,3,69,41.762132186050444,-87.60792595815897,"(41.762132186050444, -87.60792595815897)"
Vacant/Abandoned Building,16-05156940,07/22/2016,Front,,Boarded,,Vacant,false,false,6913,S,CALUMET,AVE,60637,1179674.3443055,1859198.02307116,6,3,69,41.76891709623231,-87.61695465974216,"(41.76891709623231, -87.61695465974216)"
Vacant/Abandoned Building,16-05153030,07/22/2016,Rear,,Open,,Vacant,false,false,8099,S,PARNELL,AVE,60620,1174039.81018654,1851192.46581566,17,6,44,41.74707580001362,-87.63784525348278,"(41.74707580001362, -87.63784525348278)"
Vacant/Abandoned Building,16-05157974,07/22/2016,Front,,Open,REAR,Vacant,false,true,4308,W,IOWA,ST,60651,1147460.26049965,1905647.23212323,37,11,23,41.89705574967074,-87.73384870325134,"(41.89705574967074, -87.73384870325134)"
Vacant/Abandoned Building,16-05152946,07/22/2016,Front,,Boarded,,Vacant,false,true,9254,S,ELIZABETH,ST,60620,1169618.17141958,1843405.36419533,21,22,73,41.725803821984435,-87.65427245574759,"(41.725803821984435, -87.65427245574759)"
Vacant/Abandoned Building,16-05151875,07/22/2016,Front,,Open,FRONT,Vacant,false,false,2724,W,MAYPOLE,AVE,60612,1158184.0656827,1900844.71677688,27,12,27,41.883664841613,-87.69459288470735,"(41.883664841613, -87.69459288470735)"
Vacant/Abandoned Building,16-05156949,07/22/2016,Front,,Open,WINDOWS FRONT AND BACK,Vacant,false,true,8616,S,EUCLID,AVE,60617,1190681.84788673,1848231.09489509,8,4,45,41.73856422216027,-87.57696050762138,"(41.73856422216027, -87.57696050762138)"
Vacant/Abandoned Building,16-05157673,07/22/2016,Front,,Open,FRONT,Vacant,false,true,8015,S,PAXTON,AVE,60617,1192253.20448808,1852257.89953137,8,4,46,41.749576085502135,-87.57107280824688,"(41.749576085502135, -87.57107280824688)"
Vacant/Abandoned Building,16-05157680,07/22/2016,Front,,Open,FRONT,Vacant,false,true,8017,S,PAXTON,AVE,60617,1192253.50448808,1852244.49953137,8,4,46,41.749539307469234,-87.57107214395555,"(41.749539307469234, -87.57107214395555)"
Vacant/Abandoned Building,16-05148010,07/22/2016,Front,,Boarded,SMALL HOLES MADE BY RACCOONS,Vacant,false,false,7835,S,CONSTANCE,AVE,60649,1189895.67636645,1853388.49419452,8,4,43,41.75273552718208,-87.57967532716575,"(41.75273552718208, -87.57967532716575)"
Vacant/Abandoned Building,16-05151518,07/22/2016,Front,,Boarded,,Vacant,true,true,8755,S,MUSKEGON,AVE,60617,1196529.86428851,1847464.06020254,10,4,46,41.73631637837868,-87.55556046347196,"(41.73631637837868, -87.55556046347196)"
Vacant/Abandoned Building,16-05155737,07/22/2016,Front,,Open,FRO,Vacant,false,true,3721,W,WABANSIA,AVE,60647,1151209.53997152,1911039.39097198,26,25,23,41.911779639970135,-87.7199364312744,"(41.911779639970135, -87.7199364312744)"
Vacant/Abandoned Building,16-05176216,07/23/2016,Front,,Open,FRONT & REAR,Vacant,false,true,549,N,LECLAIRE,AVE,60644,1142267.04150663,1903155.13560976,37,15,25,41.89031513359106,-87.75298477223757,"(41.89031513359106, -87.75298477223757)"
Vacant/Abandoned Building,16-05169595,07/23/2016,Front,,Boarded,,Vacant,false,false,122,N,KILBOURN,AVE,60624,1146373.13610708,1900223.21290209,28,11,26,41.88219240445939,-87.73797981319017,"(41.88219240445939, -87.73797981319017)"
Vacant/Abandoned Building,16-05167351,07/23/2016,Front,,Open,TALL WEEDS -- A HAZARD,Vacant,false,true,7800,S,MUSKEGON,AVE,60649,1196478.00377419,1853794.09149657,7,4,43,41.75368775939038,-87.55554083795593,"(41.75368775939038, -87.55554083795593)"
Vacant/Abandoned Building,16-05176100,07/23/2016,Front,,Boarded,FRONT DOOR,Vacant,false,true,8005,S,EXCHANGE,AVE,60617,1197221.30537413,1852436.1838838,7,4,46,41.74994309075089,-87.55286210225722,"(41.74994309075089, -87.55286210225722)"
Vacant/Abandoned Building,16-05172282,07/23/2016,Front,,Open,BASEMENT WINDOW,Vacant,false,true,2945,W,WALNUT,ST,60612,1156710.44140879,1901491.29821137,27,12,27,41.885469093282026,-87.69998665169993,"(41.885469093282026, -87.69998665169993)"
Vacant/Abandoned Building,16-05185756,07/24/2016,Front,,Open,BACK PORCH,Vacant,false,false,8256,S,RIDGELAND,AVE,60617,1189364.29987555,1850581.49422775,8,4,45,41.74504561743025,-87.58171243062554,"(41.74504561743025, -87.58171243062554)"
Vacant/Abandoned Building,16-05222531,07/25/2016,Front,,Open,VARIOUS,Vacant,false,false,4744,W,VAN BUREN,ST,60644,1144829.31007781,1897602.10361358,28,11,25,41.87502901280211,-87.74371492865684,"(41.87502901280211, -87.74371492865684)"
Vacant/Abandoned Building,16-05205811,07/25/2016,Rear,,Boarded,REAR,Vacant,false,false,6550,S,RHODES,AVE,60637,1181019.04671262,1862034.80330124,20,3,42,41.7766706627057,-87.61193845832678,"(41.7766706627057, -87.61193845832678)"
Vacant/Abandoned Building,16-05205581,07/25/2016,Front,,Open,,Vacant,false,true,6637,S,VERNON,AVE,60637,1180388.13588604,1861103.38100663,20,3,42,41.77412924728236,-87.61427987822294,"(41.77412924728236, -87.61427987822294)"
Vacant/Abandoned Building,16-05216537,07/25/2016,,,,,,,,7219,S,ABERDEEN,ST,60621,1170231.6999907,1856937.40752165,6,7,68,41.762924291079955,-87.65163237533868,"(41.762924291079955, -87.65163237533868)"
Vacant/Abandoned Building,16-05213170,07/25/2016,Front,,Boarded,,Vacant,false,true,7334,S,LAFAYETTE,AVE,60621,1177102.49519434,1856372.9298994,6,7,69,41.761223120686466,-87.62646684367218,"(41.761223120686466, -87.62646684367218)"
Vacant/Abandoned Building,16-05214517,07/25/2016,Rear,,Open,REAR ENTRY OPEN,Vacant,false,true,8132,S,EVANS,AVE,60619,1182640.14393278,1851242.28241491,6,6,44,41.747017424086934,-87.60633002947971,"(41.747017424086934, -87.60633002947971)"
Vacant/Abandoned Building,16-05216540,07/25/2016,,,,,,,,6834,S,MORGAN,ST,60621,1170823.15099024,1859505.47706803,6,7,68,41.76995851060436,-87.6493897641329,"(41.76995851060436, -87.6493897641329)"
Vacant/Abandoned Building,16-05212084,07/25/2016,Rear,,Boarded,REAR,Vacant,false,true,4614,S,EMERALD,AVE,60609,1172074.30673106,1874271.88832959,11,9,61,41.810451777306824,-87.64436981175916,"(41.810451777306824, -87.64436981175916)"
Vacant/Abandoned Building,16-05210751,07/25/2016,,,,,,,,10152,S,INDIANA,AVE,60628,1179375.26140428,1837698.21838129,9,5,49,41.7099259005259,-87.61870535836098,"(41.7099259005259, -87.61870535836098)"
Vacant/Abandoned Building,16-05221867,07/25/2016,Front,,Boarded,NONE,Vacant,false,false,339,W,105TH,ST,60628,1175888.74050929,1835297.85078082,34,5,49,41.70341764266843,-87.63154512180303,"(41.70341764266843, -87.63154512180303)"
Vacant/Abandoned Building,16-05222421,07/25/2016,Front,,Open,,Vacant,false,false,7037,S,CLAREMONT,AVE,60636,1161950.59790846,1857942.22121,17,8,66,41.76585772605693,-87.68195626536802,"(41.76585772605693, -87.68195626536802)"
Vacant/Abandoned Building,16-05208195,07/25/2016,Front,,Boarded,,Vacant,true,true,6320,S,WOLCOTT,AVE,60636,1164770.28059888,1862748.57731751,15,7,67,41.77898795073929,-87.67148555827332,"(41.77898795073929, -87.67148555827332)"
Vacant/Abandoned Building,16-05210804,07/25/2016,,,,,,,,2926,N,WISNER,AVE,60618,1152796.93288326,1919106.88398758,35,14,21,41.93388622402348,-87.71389070361028,"(41.93388622402348, -87.71389070361028)"
Vacant/Abandoned Building,16-05219408,07/25/2016,,,,,,,,2852,W,POLK,ST,60612,1157477.82019798,1896241.76899967,28,11,27,41.87104829859524,-87.69731153965581,"(41.87104829859524, -87.69731153965581)"
Vacant/Abandoned Building,16-05206995,07/25/2016,Front,,Open,,Vacant,false,false,8354,S,KILDARE,AVE,60652,1149201.33022813,1848810.50590841,18,8,70,41.741054155861235,-87.72892235565016,"(41.741054155861235, -87.72892235565016)"
Vacant/Abandoned Building,16-05215157,07/25/2016,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,false,false,9008,S,WOODLAWN,AVE,60619,1185784.0000108,1845495.44000935,8,4,47,41.731174016530964,-87.59499090727992,"(41.731174016530964, -87.59499090727992)"
Vacant/Abandoned Building,16-05215091,07/25/2016,Rear,,Boarded,,Vacant,false,false,9004,S,WOODLAWN,AVE,60619,1185783.2000108,1845521.94000935,8,4,47,41.73124675424782,-87.59499300518223,"(41.73124675424782, -87.59499300518223)"
Vacant/Abandoned Building,16-05219159,07/25/2016,,,,,,,,207,S,WESTERN,AVE,60612,1160439.18239919,1898985.03893109,27,12,28,41.87851536031031,-87.68636337508784,"(41.87851536031031, -87.68636337508784)"
Vacant/Abandoned Building,16-05202617,07/25/2016,Front,,Open,FRONT,Vacant,false,false,9407,S,WABASH,AVE,60619,1178367.01203392,1842619.40637414,9,6,49,41.72345319473836,-87.62224885582762,"(41.72345319473836, -87.62224885582762)"
Vacant/Abandoned Building,16-05220426,07/25/2016,Front,,Boarded,NONE,Vacant,false,true,2722,W,MONROE,ST,60612,1158232.70946944,1899576.28719349,27,11,27,41.88018315795296,-87.69444893487804,"(41.88018315795296, -87.69444893487804)"
Vacant/Abandoned Building,16-05230592,07/26/2016,Front,,Open,,Vacant,false,false,5321,W,GRACE,ST,60641,1140207.4176115,1924750.62660902,38,16,15,41.94961349533083,-87.76001856643464,"(41.94961349533083, -87.76001856643464)"
Vacant/Abandoned Building,16-05252334,07/26/2016,Front,,Open,,Vacant,false,true,6442,S,MAPLEWOOD,AVE,60629,1160481.35077254,1861850.04019497,16,8,66,41.776611747243614,-87.68723398484028,"(41.776611747243614, -87.68723398484028)"
Vacant/Abandoned Building,16-05237132,07/26/2016,Rear,,Boarded,NONE,Vacant,false,false,6426,S,PEORIA,ST,60621,1171410.98250688,1862227.95082561,16,7,68,41.77741645671184,-87.64715540548137,"(41.77741645671184, -87.64715540548137)"
Vacant/Abandoned Building,16-05241704,07/26/2016,Rear,,Open,FRONT/REAR DOORS- FRONT AND REAR COACH HOUSE,Vacant,false,false,5728,S,PRINCETON,AVE,60621,1175265.33312672,1866955.28700674,20,7,68,41.7903035066188,-87.63288424325721,"(41.7903035066188, -87.63288424325721)"
Vacant/Abandoned Building,16-05238435,07/26/2016,Rear,,Boarded,,Vacant,false,false,11108,S,AVENUE M,,60617,1201549.94337868,1831913.5075761,10,4,52,41.69351845741634,-87.53769553384763,"(41.69351845741634, -87.53769553384763)"
Vacant/Abandoned Building,16-05242518,07/26/2016,Front,,Open,,Vacant,false,false,7918,S,WOOD,ST,60620,1165725.55060356,1852178.45256989,17,6,71,41.7499618624587,-87.66828305496593,"(41.7499618624587, -87.66828305496593)"
Vacant/Abandoned Building,16-05252516,07/26/2016,Front,,Open,FRONT,Vacant,false,false,7020,S,ARTESIAN,AVE,60629,1161254.25159509,1858036.05389595,17,8,66,41.76612965892498,-87.684506031215,"(41.76612965892498, -87.684506031215)"
Vacant/Abandoned Building,16-05240990,07/26/2016,,,,,,,,8731,S,ADA,ST,60620,1168854.43007933,1846863.09487334,21,22,71,41.735308838533015,-87.65697056015088,"(41.735308838533015, -87.65697056015088)"
Vacant/Abandoned Building,16-05240986,07/26/2016,,,,,,,,11210,S,MAPLEWOOD,AVE,60655,1161385.48260801,1830151.13670107,19,22,75,41.68960619916522,-87.68479508726297,"(41.68960619916522, -87.68479508726297)"
Vacant/Abandoned Building,16-05237131,07/26/2016,,,,,,,,4930,W,HURON,ST,60644,1143362.666327,1904189.65909632,37,15,25,41.89313358240632,-87.74893520032738,"(41.89313358240632, -87.74893520032738)"
Vacant/Abandoned Building,16-05241590,07/26/2016,Front,,Boarded,,Vacant,false,true,5443,W,DIVISION,ST,60651,1139731.44381665,1907461.81411205,37,15,25,41.90217986490332,-87.76219151373655,"(41.90217986490332, -87.76219151373655)"
Vacant/Abandoned Building,16-05235411,07/26/2016,,,,,,,,926,N,HOMAN,AVE,60651,1153536.97839431,1906063.21009136,27,11,23,41.89807854857589,-87.71151859439637,"(41.89807854857589, -87.71151859439637)"
Vacant/Abandoned Building,16-05245828,07/26/2016,Rear,,Boarded,,Vacant,false,true,10428,S,EWING,AVE,60617,1202166.38537237,1836422.09523082,10,4,52,41.70587476046435,-87.5352857052913,"(41.70587476046435, -87.5352857052913)"
Vacant/Abandoned Building,16-05269950,07/27/2016,Front,,Open,,Vacant,false,false,7628,S,YATES,BLVD,60649,1193525.55229982,1854846.93409281,7,4,43,41.756649578088975,-87.56632591196917,"(41.756649578088975, -87.56632591196917)"
Vacant/Abandoned Building,16-05272344,07/27/2016,Front,,Open,FRONT AND REAR OF BUILDING,Vacant,true,false,3906,W,THOMAS,ST,60651,1150123.24887514,1907054.72080205,37,11,23,41.90086656429453,-87.72403114438704,"(41.90086656429453, -87.72403114438704)"
Vacant/Abandoned Building,16-05262903,07/27/2016,Front,,Open,REAR OPEN,Vacant,false,false,6627,S,BISHOP,ST,60636,1167806.66797324,1860796.47641895,16,7,67,41.773566470952254,-87.66040987991613,"(41.773566470952254, -87.66040987991613)"
Vacant/Abandoned Building,16-05273375,07/27/2016,Front,,Open,REAR,Vacant,false,false,4442,W,CONGRESS,PKWY,60624,1146854.83706566,1897320.53090185,28,11,26,41.87421792066296,-87.7362851356481,"(41.87421792066296, -87.7362851356481)"
Vacant/Abandoned Building,16-05273393,07/27/2016,Front,,Open,"REAR, BASEMENT",Vacant,false,false,4106,W,MAYPOLE,AVE,60624,1148979.93199819,1901136.3980072,28,11,26,41.88464826250611,-87.72838393108947,"(41.88464826250611, -87.72838393108947)"
Vacant/Abandoned Building,16-05264074,07/27/2016,,,,,,,,2519,W,63RD,ST,60629,1160582.82306854,1862798.32338313,16,8,66,41.779211876207306,-87.68683585484152,"(41.779211876207306, -87.68683585484152)"
Vacant/Abandoned Building,16-05268907,07/27/2016,Rear,,Open,BASEMENT DOOR,Vacant,false,true,2250,W,GARFIELD,BLVD,60609,1162264.56499461,1868144.51977401,16,9,63,41.79384768521198,-87.68052157413801,"(41.79384768521198, -87.68052157413801)"
Vacant/Abandoned Building,16-05270079,07/27/2016,Rear,,Open,,Vacant,false,false,5741,S,ELIZABETH,ST,60636,1168969.29111559,1866704.79517203,16,7,67,41.789754569591395,-87.65597734739954,"(41.789754569591395, -87.65597734739954)"
Vacant/Abandoned Building,16-05261455,07/27/2016,Front,,Open,FRONT AND REAR,Vacant,false,false,7533,S,PRAIRIE,AVE,60619,1179342.52818006,1855123.30147973,6,6,69,41.75774319918488,-87.6182950828572,"(41.75774319918488, -87.6182950828572)"
Vacant/Abandoned Building,16-05272250,07/27/2016,Front,,Open,,Vacant,true,false,7535,S,PRAIRIE,AVE,60619,1179342.82818006,1855109.90147973,6,6,69,41.7577064212636,-87.61829439158404,"(41.7577064212636, -87.61829439158404)"
Vacant/Abandoned Building,16-05272767,07/27/2016,Front,,Open,ALL AROUND,Vacant,false,false,935,W,MARQUETTE,RD,60621,1171116.14642935,1860405.03798892,6,7,68,41.77242061639393,-87.64828950529437,"(41.77242061639393, -87.64828950529437)"
Vacant/Abandoned Building,16-05271776,07/27/2016,Front,,Boarded,,Vacant,false,false,7253,S,EMERALD,AVE,60621,1172599.09000799,1856776.48842778,6,7,68,41.762430897704434,-87.64296023456751,"(41.762430897704434, -87.64296023456751)"
Vacant/Abandoned Building,16-05271768,07/27/2016,Front,,Boarded,,Vacant,false,false,7836,S,LAFLIN,ST,60620,1167475.61292359,1852766.00558525,17,6,71,41.75153689061563,-87.66185325149632,"(41.75153689061563, -87.66185325149632)"
Vacant/Abandoned Building,16-05270755,07/27/2016,Front,,Boarded,,Vacant,false,false,2024,W,71ST,ST,60636,1163995.45000238,1857572.57002704,17,7,67,41.764800613226505,-87.67447153460051,"(41.764800613226505, -87.67447153460051)"
Vacant/Abandoned Building,16-05269750,07/27/2016,Front,,Open,BACK,Vacant,false,false,7945,S,UNION,AVE,60620,1173012.94701552,1852195.33957817,17,6,71,41.74985052890606,-87.64157840267004,"(41.74985052890606, -87.64157840267004)"
Vacant/Abandoned Building,16-05270143,07/27/2016,,,,,,,,8230,S,DOBSON,AVE,60619,1184667.911625,1850627.67185,8,6,44,41.74528361434621,-87.59891905480231,"(41.74528361434621, -87.59891905480231)"
Vacant/Abandoned Building,16-05269753,07/27/2016,Rear,,Open,,Vacant,false,false,5649,S,HOYNE,AVE,60636,1163325.78191986,1867174.64072139,15,7,67,41.7911640340734,-87.6766573106804,"(41.7911640340734, -87.6766573106804)"
Vacant/Abandoned Building,16-05264615,07/27/2016,Rear,,Open,ALL OVER,Vacant,false,false,7914,S,SACRAMENTO,AVE,60652,1157754.04990869,1851959.81386873,18,8,70,41.74952725131951,-87.69750022163633,"(41.74952725131951, -87.69750022163633)"
Vacant/Abandoned Building,16-05271764,07/27/2016,Front,,Open,FRONT DOOR MISSING,Vacant,true,false,7840,S,LAFLIN,ST,60620,1167476.31292359,1852739.20558525,17,6,71,41.751463332708724,-87.66185145279454,"(41.751463332708724, -87.66185145279454)"
Vacant/Abandoned Building,16-05273476,07/27/2016,Front,,Open,"FRONT,REAR",Vacant,false,true,8438,S,GILBERT,CT,60620,1172869.39001047,1848569.45998352,21,6,71,41.73990380787067,-87.64221117057558,"(41.73990380787067, -87.64221117057558)"
